x,y
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_295.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_190.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1153.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1477.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_744.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_520.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1352.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1464.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_6.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1000.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1966.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_67.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1228.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1797.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_330.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1447.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_654.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_595.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1233.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1728.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_197.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1203.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_598.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_542.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1745.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1710.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_503.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_352.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_805.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_949.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_142.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_711.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_740.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1454.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_74.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1757.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1126.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_718.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_507.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_46.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1063.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_703.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1596.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1688.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1965.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1011.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1013.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1107.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1697.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_670.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1949.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1263.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_536.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_1409.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_630.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_764.jpg,AnnualCrop
/home/kaushek/Desktop/SP_PROJECT/DATASET/EuroSAT/train/AnnualCrop/AnnualCrop_942.jpg,AnnualCrop
